text,actual,method,pred_label,pred_binary,category,confidence,score_toxic,rationale,latency,tokens_per_sec,valid_json,tries,raw_output
"There won't be church left.  Don't they realize most young people simply can't understand the idea of excluding women?  For my grandkids the only exclusions they find reasonable are physical such as strength in order to be a Ranger in the army or a fireperson yet women are even challenging those things.  The young people are not staying with the Church and I can see why.  They like the social good Pope Francis is pushing but the idea of women being unequal is too much for them.  It's simply a showstopper, something like saying the earth is flat.  The old men of the Church can't see that the young have left those kind of ideas behind and churches that espouse them also.",0,C_self_consistency,TOXIC,1.0,other,0.925,0.8,Majority vote with agreement=0.80.,15053.184986114502,12.31790435371771,False,5,"[' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short_rationale"":""Aggressive use of language and accusation of group identity.""}', ' {""label"":""TOXIC"",""category"":""hate"",""confidence"":0.95,""short_rationale"":""Aggressive and offensive language targeting a specific group of people based on their gender identity.""}', ' {""label"":""TOXIC"",""category"":""other"",""confidence"":0.85,""short_rationale"":""Critique of Church teachings and societal views on women.""}', ' {""label"":""TOXIC"",""category"":""other"",""c"
I love the ultra-christian right winger standing in a gas chamber warning us about ultra right wing christians from Europe some 70 odd years ago in order to advance his re-election efforts.  Hypocrtie.  Coward.,1,C_self_consistency,TOXIC,1.0,other,0.8833333333333333,0.6,Majority vote with agreement=0.60.,17588.352918624878,13.613231686784417,False,5,"['\n{""label"":""TOXIC"",""category"":""hate"",""confidence"":0.95,""short_rationale"":""Aggressive and hateful language targeting religious and ethnic groups.""}', '\n```\nlabel:""TOXIC""\ncategory:""hate""\nconfidence:0.99\nshort_rationale: ""Explicitly hateful and discriminatory language targeting religious group.""\n```\n\nThis comment is clearly hateful and discriminatory towards a religious group. The speaker is expressing strong negative emotions and advocating harmful stereotypes.', '\n```\n{""label"":""TOXIC"""
"I note that mental health is mentioned only in passing, and analysis on shooter motives is missing. The problem of gun violence will not abate as long as there is myopic focus on ""tightening gun laws."" Statistics should also reflect whether a shooter was sane, radicalized, involved in gang or organized crime, et cetera. The biggest mistake the Left makes in this discourse is to believe that if you just limit guns, you limit murder. 
Besides the NRA, hubris is a problem.",0,C_self_consistency,DEFER,,other,0.0,0.0,Low self-consistency agreement=1.00.,18524.50704574585,12.840399828134412,False,5,"[' {""label"":""NON_TOXIC"",""category"":""other"",""confidence"":0.89,""short_rationale"":""Critique of specific arguments and inclusion of unrelated concepts.""}', '\n{""label"":""NON_TOXIC"",""category"":""other"",""confidence"":0.85,""short_rationale"":""Critique of the focus on gun laws and the need to consider other factors in understanding gun violence.""}', '\n{""label"":""NON_TOXIC"",""category"":""other"",""confidence"":0.87,""short_rationale"":""Critique of discourse on gun violence focusing primarily on legal measures witho"
"To take a quote from the political party who brought you the ACA (Obama Care) ""Barry Lied YOU GET SICK AND DIE""  Sorry to say but true.. how is the AFFORDABLE Care Act working?  Forty percent raise in rates, $5000.00 deductible, paperwork on and on unable to schedule a timely appointment. I'll fly to Mexico or Thailand and get any major procedure, I'd die waiting for treatment here. We all complain about programs not working,  I never saw anyone flying to CUBA , Canada, or Europe for medical care, every one comes here... no more.  Good luck with your utopia for all.  ""Life is tough, if your stupid it's TOUGHER."" (J Wayne)",1,C_self_consistency,TOXIC,1.0,other,0.885,0.8,Majority vote with agreement=0.80.,15677.700996398926,12.122229989501024,False,5,"[' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.93,""short_rationale"":""Aggressive and threatening language. Uses derogatory terms, insults, and generalizations.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.89,""short_rationale"":""Aggressive insults, threats of physical harm, and disparaging remarks towards a group or individual based on perceived inferiority.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.85,""short_rationale"":""Aggressive tone, personal attack, disresp"
"Oh really? You're the first one shouting foul now that the white male patriarchy is teetering and starting to fall. Your time is over, but you can't accept that, can you? Your lifestyle at the top of the food chain can't stand on its own and it's going away, but all you do is whine about it.",0,C_self_consistency,TOXIC,1.0,other,0.9425000000000001,0.8,Majority vote with agreement=0.80.,13777.838468551636,12.725649956671504,False,5,"[' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.92,""short_rationale"":""Aggressive tone, accusatory language, and implied threat.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short_rationale"":""Aggressive and hostile language.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short_rationale"":""Aggressive and threatening language.""}', '\n```\nlabel: ""TOXIC""\ncategory: ""hate""\nconfidence: 0.99\nshort_rationale: ""Aggressive and accusatory language targeting the indi"
"Trump's ridiculous executive orders are just as ridiculous as ever. So far we know nothing about who was responsible for what happened in London but if it's anything like other recent attacks, it was nothing to do with immigrants, refugees or guys in the country on visas. Most recent attacks have been by local nationals and Trump's foolishness will not affect that one iota.",1,C_self_consistency,NON_TOXIC,0.0,none,0.974,0.0,Majority vote with agreement=1.00.,14752.869367599487,12.828166284756298,True,5,"['\n```\n{\n  ""label"": ""NON_TOXIC"",\n  ""category"": ""none"",\n  ""confidence"": 0.98,\n  ""short_rationale"": ""Provides factual context and avoids personal attacks while acknowledging differing perspectives.""\n}\n```', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Comment expresses opinion without insulting or threatening others.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Observation of political discourse.""}', ' {""label"":""NON_TOX"
"Gee How could that Be...??? beautiful downtown MOUNTAIN VIEW???...Where the Chronic Enebriates Mingle with the Chronic Care Patients..Gee How could that Be..??? What with Catholic Services Dumping Somali's in with the rest of the Below the Poverty Line Population..
Mountain View isn't a Community....It's a Deposit Box for the Human Refuse of Anchorage, that Anchorage doesn't want to,.. or Cant Deal With.....Enuf Said",1,C_self_consistency,TOXIC,1.0,other,0.8975000000000001,0.8,Majority vote with agreement=0.80.,16027.489423751831,12.530869842964089,False,5,"[' {""label"":""TOXIC"",""category"":""other"",""confidence"":0.96,""short_rationale"":""Aggressive language and disparaging remarks about a specific group of people based on location, religion, and socioeconomic status.""', ' {""label"":""TOXIC"",""category"":""other"",""confidence"":0.89,""short_rationale"":""Aggressive language, hateful generalizations, and targeting of specific groups.""}', ' {""label"":""TOXIC"",""category"":""other"",""confidence"":0.96,""short_rationale"":""Aggressive and disrespectful language, discriminatory v"
"And it only cost $10 trillion dollars doubling the national debt in 8 years. Obama has racked up more debt than all other presidents combined.

How's the billions wasted on debt servicing every month?

And your ""self-sufficiency with oil"" is a lot of garbage",1,C_self_consistency,TOXIC,1.0,other,0.9400000000000001,1.0,Majority vote with agreement=1.00.,13366.28794670105,12.666602156605359,True,5,"[' {""label"":""TOXIC"",""category"":""insult"",""confidence"":0.85,""short_rationale"":""Personal attacks, sarcasm, and exaggeration.""}', '\n{""label"":""TOXIC"",""category"":""hate"",""confidence"":0.99,""short_rationale"":""Personal attacks, sarcasm, and insults combined with generalizations about debt and personal finances.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.96,""short_rationale"":""Aggressive language, personal attacks, and threats.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""sh"
"But Real Albertans don't need no stinking models. Everything positive about confederation, Every Single Good enjoyed by Every Canadian Everywhere, including those ungrateful bastards in Quebec, is paid for exclusively by money stollen from Albertans.

This is an article of faith. As you can see in the comments here. T",1,C_self_consistency,DEFER,,other,0.0,0.4,Low self-consistency agreement=0.60.,13893.92066001892,12.937439651172545,False,5,"[' {""label"":""TOXIC"",""category"":""other"",""confidence"":0.5,""short_rationale"":""Excessive focus on negative aspects of confederation and disparaging remarks about a specific group.""}', ' {""label"":""TOXIC"",""category"":""other"",""confidence"":0.86,""short_rationale"":""Opinion based on biased interpretation and lack of factual evidence.""}', ' {""label"":""NON_TOXIC"",""category"":""other"",""confidence"":0.85,""short_rationale"":""Analysis of complex issue with factual and contextual elements.""}', ' {""label"":""NON_TOXIC"",""c"
"This series of articles misses an important outcome beyond the ""double billing"" kerfuffle ! Anybody with the money can simply have procedures done in the USA and thus escape any Canadian health care system turmoil. A further indictment of the politicised mismanagement that is our ""free"" and ""superior"" health care. 

The ultimate problem is that ( my experience ) access to and scheduling of any major health care procedure is subject to the unpredictable whims of the system. No thanks.

As for the current emphasis on bashing doctors - any that I ever knew worked hard long hours to pass through medical school and then in their practice. One may ask similar performance and dedication from our journalists - and patients demanding ""free"" care !",0,C_self_consistency,TOXIC,1.0,other,0.844,1.0,Majority vote with agreement=1.00.,14464.085578918457,12.51251506312467,True,5,"[' {""label"":""TOXIC"",""category"":""other"",""confidence"":0.85,""short_rationale"":""Critique of healthcare system and perceived biases towards Canadian healthcare system.""}', ' {""label"":""TOXIC"",""category"":""other"",""confidence"":0.85,""short_rationale"":""Critique of medical system accessibility, politicization, and the perceived need for more accountability towards healthcare professionals.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.85,""short_rationale"":""Aggressive tone, disparaging remarks, a"
3.4 million.  Oops.,0,C_self_consistency,NON_TOXIC,0.0,none,0.992,0.0,Majority vote with agreement=1.00.,12393.475770950317,12.65808239746012,True,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""No toxicity detected.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":1.0,""short_rationale"":""Normal language used to express a factual number.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal expression of boredom.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal expression used to express disappointment.""}', ' {""label"":""NON_TOXI"
"Justifying sleeping in meetings by saying they ""work hard"" shows a tremendous entitlement.  He is not fit nor does he deserve to serve the people of Alaska, if that's what we could even call it.  The current class of legislators has only demonstrated a willingness to serve their own reelection purposes.  Please Alaska show some common sense and don't elect this clown again.",1,C_self_consistency,TOXIC,1.0,other,0.9099999999999999,1.0,Majority vote with agreement=1.00.,16147.988557815552,13.44915697501545,True,5,"['\n{""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short_rationale"":""Explicit threat and generalization about someone\'s suitability to serve in a leadership position.""}', '\n```\n{\n  ""label"":""TOXIC"",\n  ""category"":""threat"",\n  ""confidence"":0.95,\n  ""short_rationale"": ""Aggressive and condescending tone, insinuating the speaker is unfit to serve and suggesting ridicule of the electorate.""\n}\n```', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.85,""short_rationale"":""Aggressive la"
"It looks like Goldberg is not happy about the GOP becoming little more than a white identity death cult. Sadly, the Republican elite have no one to blame but themselves. They spent 50 years recruiting the Dixicrats and various white supremacists and bigots into the GOP. Now the barbarians want to run the show and they have the perfect leader to burn down the theater. Trump has no empathy for anyone, and that suits the GOP base just fine. Goldberg should be concerned. As a Jew, his white privilege card is only conditional in this country.",1,C_self_consistency,TOXIC,1.0,other,0.906,1.0,Majority vote with agreement=1.00.,15941.63203239441,12.116539298302584,True,5,"[' {""label"":""TOXIC"",""category"":""other"",""confidence"":0.85,""short_rationale"":""Critique of political ideology and personal beliefs.""}', ' {""label"":""TOXIC"",""category"":""other"",""confidence"":0.95,""short_rationale"":""Critique of political ideology and personal opinions.""}', ' {""label"":""TOXIC"",""category"":""hate"",""confidence"":0.99,""short_rationale"":""Explicitly expresses negative sentiments towards a group based on race and promotes negative stereotypes.""}', '\n```\n{""label"":""TOXIC"",""category"":""other"",""confi"
"No greater threat facing America than the lunatic left. Far more dangerous than ISIS, the left has attacked every aspect of traditional American life, and now looks at every opportunity to block free speech. The lunatic left runs hand in hand with the Alt right. They should be shunned by all.  Now with the jig finally up on Clinton, and the so called Russian collusion scandal facts coming to light, let's all watch how hard the media looks to bury the real story. Snakes.",1,C_self_consistency,TOXIC,1.0,other,0.9299999999999999,0.8,Majority vote with agreement=0.80.,13671.94414138794,12.236367166089746,False,5,"[' {""label"":""NON_TOXIC"",""category"":""other"",""confidence"":0.95,""short_rationale"":""Critique expressing political dissent and condemnation of certain ideologies.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short_rationale"":""Explicit threats and generalizations about individuals and groups.""}', ' {""label"":""TOXIC"",""category"":""other"",""confidence"":0.85,""short_rationale"":""Personal attacks, generalizations, and conspiracy theories.""}', ' {""label"":""TOXIC"",""category"":""hate"",""confidence"":0."
Just eliminate the individual mandate and I'll be happy.  Makes no sense for Comgress to tax people who choose not to engage in commerce.  Makes me wonder if Congress will tax those of us who sew our own clothes or grow our our food instead of shopping at clothing and food stores.  No reason why they could not - the door is now open to make us buy anything they want.  It's Nanny State insanity.,0,C_self_consistency,TOXIC,1.0,other,0.9466666666666667,0.6,Majority vote with agreement=0.60.,13853.314399719238,12.09393625519221,False,5,"['\n{""label"":""NON_TOXIC"",""category"":""other"",""confidence"":0.99,""short_rationale"":""Critique of government regulations and questioning of taxation system.""}', ' {""label"":""TOXIC"",""category"":""other"",""confidence"":0.96,""short_rationale"":""Personal attack, sarcasm, and veiled threat.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.93,""short_rationale"":""Aggressive tone and implied threat.""}', ' {""label"":""NON_TOXIC"",""category"":""other"",""confidence"":0.89,""short_rationale"":""Comment highlights potent"
"If there were evidence to establish that, then there could be no legal consent, if there were evidence to establish that.",0,C_self_consistency,NON_TOXIC,0.0,none,0.9879999999999999,0.0,Majority vote with agreement=1.00.,13153.026103973389,13.186271051916972,True,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":1.0,""short_rationale"":""Reasonable assumption based on context.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Reasonable expectation of consent cannot be established.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""This comment expresses a neutral opinion, without any personal insults, threats, or hostility.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":1.0,""s"
Dean - repeat that to yourself every time you post and things will get better for you.,0,C_self_consistency,NON_TOXIC,0.0,none,0.968,0.0,Majority vote with agreement=1.00.,12938.705205917358,13.139613650346607,True,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Positive affirmation that promotes self-improvement.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Positive affirmation promoting self-compassion.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.92,""short_rationale"":""Indirect criticism with positive intent.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""This comment suggests a gener"
"Except he didn't.  He's 6 foot 2 or so and towers over the king. He stooped to have an award with ribbon put over his head by the short in stature king. 

Please don't repeat the Washington Post story.  It was silly.",1,C_self_consistency,NON_TOXIC,0.0,none,0.9450000000000001,0.0,Majority vote with agreement=0.80.,13856.254816055298,12.636954215046064,False,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Valid point about physical stature combined with a neutral description of an event.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.89,""short_rationale"":""Normal disagreement with factual basis.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Observation of physical appearance and lack of further toxicity.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.93,""short"
"Many places have ordinances requiring buried power distribution lines in new development subdivisions with multiple lots. It's more expensive, yes, but far easier to implement at the time of construction and the costs are passed on to the new homeowner. It virtually eliminates maintenance and outages at the end point and improves the aesthetics and property valuation.

I think most people up here have come to accept that there will be at least a few notable power outages every year as a result of ice/snow, electrified squirrels, wind, fallen branches and random acts of the universe, but there's a lot of room for improvement both from a performance (maintenance cost/reliability) standpoint as well as a forward thinking development perspective.

One thing's for sure, though, Anchorage is one ugly city from a visible utility line point of view.",0,C_self_consistency,NON_TOXIC,0.0,none,0.98,0.0,Majority vote with agreement=0.60.,14911.942720413208,11.907896537185866,False,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Provides rational explanation of benefits and acknowledges potential challenges.""}', ' {""label"":""NON_TOXIC"",""category"":""other"",""confidence"":0.85,""short_rationale"":""Provides logical reasoning and acknowledges limitations of a specific topic.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.96,""short_rationale"":""Rational discussion about potential challenges and improvements with buried power lines.""}', ' {""l"
Fucking useless turd of a country...,1,C_self_consistency,NON_TOXIC,0.0,none,0.9933333333333333,0.0,Majority vote with agreement=0.60.,13063.127994537354,12.771782102628881,False,5,"[' {""label"":""NON_TOXIC"",""category"":""other"",""confidence"":0.78,""short_rationale"":""Offensive language and inappropriate imagery.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Short and neutral statement expressing disapproval without being abusive.""}', ' {""label"":""NON_TOXIC"",""category"":""other"",""confidence"":0.93,""short_rationale"":""Critique of political views expressed in a negative manner.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_ratio"
"Trump's scorched earth 2016 Presidential campaign has polarized the USA to an extent that it hasn't been since Civil War times.

Suspect that many US States will openly defy Presidential decisions and his lame attempts to rule by Presidential Tweet... or is that twit ?",1,C_self_consistency,NON_TOXIC,0.0,none,0.9460000000000001,0.0,Majority vote with agreement=1.00.,13456.448316574097,12.228992893227922,True,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.96,""short_rationale"":""Normal political discussion with factual context.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.88,""short_rationale"":""Normal critique with factual basis.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal political discussion with factual context.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Normal disagreement with neutral ton"
"And shockingly Faux news twists this story into this headline:
""Dems suddenly scrambling to come up with ObamaCare fix""
....idiots and their followers.",1,C_self_consistency,DEFER,,other,0.0,0.2,Low self-consistency agreement=0.40.,16962.472438812256,13.586753659191368,False,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.96,""short_rationale"":""Normal disagreement without insult or negativity.""}', '\n```\n{""label"":""TOXIC"",""category"":""insult"",""confidence"":0.85,""short_rationale"":""Excessive negativity and generalizations.""}\n```\n\nExplanation:\nThe comment contains excessive negativity and generalizations towards people and groups based on their political affiliation. While the comment may not be explicitly threatening or abusive, the overall tone and focus o"
Another lie by Trump! I will be every bodies President!  NOT! This is going to be a long and bumpy ride. Please people don't let the Left or the right pit us against each other. There are a lot of wrongs in our country but none of them will get better by fighting each other. The Trump supporters voted for a change. Please let's not take each other's rights away!,0,C_self_consistency,TOXIC,1.0,other,0.8633333333333333,0.6,Majority vote with agreement=0.60.,13648.768186569214,12.477141732755314,True,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.96,""short_rationale"":""Political commentary with neutral tone.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.87,""short_rationale"":""Aggressive and intimidating language. Threat of physical harm and hostility.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.87,""short_rationale"":""Aggressive tone and threat of physical action.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.85,""short_rationale"":""Aggressive threat"
"Dude, I wasn't glorifying anything, I wish you guys would chill the hell out with your overreactions, it's been months now, get the hell over it, Jesus.

Anyway, with all of the obvious pressure put on China lately, if you don't think that had anything to do with it, keep smoking.",0,C_self_consistency,NON_TOXIC,0.0,none,0.9400000000000001,0.0,Majority vote with agreement=1.00.,13448.237895965576,12.735247096044045,True,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Normal disagreement without insult or aggression.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Normal disagreement with positive sentiment and acknowledgment of external factors contributing to tension.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.89,""short_rationale"":""Normal disagreement with no abuse or insult.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confiden"
"I wonder if Republicans have realized what it could mean to them to deconstruct the government-the Democrats seem to understand and are alarmed.  If Trump/Bannon can eliminate all regulatory agencies, they will not stop there.  Do they really mean to keep going until the government itself has been destroyed?  Then, with no more judges, and no Congress, Trump can declare himself President for Life, no more pesky elections to go through, no criticism.  Of course, with no one to do the chores, he would have to apply to Vlad for help.",0,C_self_consistency,TOXIC,1.0,other,0.885,0.8,Majority vote with agreement=0.80.,13829.785585403442,12.201517708852599,True,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Critique of political system and potential consequences of deregulation.""}', ' {""label"":""TOXIC"",""category"":""other"",""confidence"":0.95,""short_rationale"":""Analysis of potential consequences after government deconstruction and potential for authoritarian rule.""}', ' {""label"":""TOXIC"",""category"":""other"",""confidence"":0.78,""short_rationale"":""Analyzes potential consequences of GOP actions and exaggerates them.""}', ' {""label"":"""
"I get the holding the contractors feet to the specs. Been there, and done that. That said, there have been instances where everything has been followed to a ""T"", and it still fails. I too, have been a contracts administrator, and combination field supervisor. One job that we did in the Palmer area was a fish passage culvert. We followed the engineers plans. Both the contractor, and myself saw flaws within the design and elevations of the stream bed. Those concerns were brought up, but the powers that be said follow the plans period. This was Federal money, and the specifications were not to be questioned. The stream bed elevations were not right, and 2 years later the whole project was washed away by a typical high water event in the fall. At times, engineers can be wrong. If they aren't physically tied to the project, they can't see what the reality is on the ground, versus what they have specified. Arrogance has sunk more than one project in this State, and will do so again in time.",0,C_self_consistency,TOXIC,1.0,other,0.91,0.6,Majority vote with agreement=0.60.,17254.31728363037,11.989711809370489,False,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.95,""short_rationale"":""Explicit discussion of the flaws in the design and the consequences of those flaws.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.85,""short_rationale"":""Verbal insults and threats towards authority figures and project officials.""}', ' {""label"":""NON_TOXIC"",""category"":""other"",""confidence"":0.95,""short_rationale"":""Provides context and explanation of the issue without being insulting or disparaging.""}', '\n{""lab"
She should run on her pro-child rape platform and see how the voters react.  She should resign on the spot for her disgusting behavior.,1,C_self_consistency,TOXIC,1.0,other,0.95,1.0,Majority vote with agreement=1.00.,12716.679096221924,12.384861919360338,True,5,"['\n{""label"":""TOXIC"",""category"":""threat"",""confidence"":0.91,""short_rationale"":""Explicit threat of physical harm and shaming behavior.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short_rationale"":""Aggressive and threatening language intending to intimidate.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short_rationale"":""Aggressive and threatening language.""}""', '\n{""label"":""TOXIC"",""category"":""threat"",""confidence"":0.95,""short_rationale"":""Aggressive and threatening "
"Yes, Dim Dobrev, you are right.  We have a real problem.  The laws and regulations according to which we have to work in government are change and innovation resistant.  And officials are, understandably, highly risk averse (in the main) because of the risk of forfeiting a clean audit.  It is a big challenge across govt.",0,C_self_consistency,NON_TOXIC,0.0,none,0.99,0.0,Majority vote with agreement=1.00.,14743.289232254028,13.16792746684537,True,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Valid point raised by Dim Dobrev.  Government officials may feel pressured to comply with change and innovation resistant regulations, leading to hesitancy and potentially poor decision making.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Acknowledgement of differing viewpoints.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Valid points raised by"
"And I'm sure you know for a fact that they're just chatting mindlessly, like the fools they end up ticketing, right?",1,C_self_consistency,NON_TOXIC,0.0,none,0.942,0.0,Majority vote with agreement=1.00.,13137.819766998291,12.533017762408573,True,5,"[' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Observation of harmless behavior.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Indirectly criticizes the person\'s behavior without resorting to insults.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Observation of harmless behavior and potential lack of understanding.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.75,""short_rational"
"I voted for Gary last time around. I live my life with my conscience. I vote with my conscience. Trying to turn Gary's ""Aleppo"" brain fart into a ""Dean's Scream"" moment into a campaign killer is just what the string pullers do. ""Squirrel!"" Gary has Bernie's honesty and sense of right and wrong.  As a mountain climber he connects with and understands mother Earth. As a cannabis user and advocate he shows he isn't a Big Corp. lackey. Gary leads in the polls of all active military because they know  he knows they are more than cannon fodder. All he needs in his rightful place upon the debate stage to reawaken the baskets of idiocracy that feed on 10 second sound bites. 
Our two party system is as worthless as a two legged chair.",1,C_self_consistency,TOXIC,1.0,other,0.9199999999999999,0.6,Majority vote with agreement=0.60.,15300.146341323853,12.108525614711578,True,5,"[' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.99,""short_rationale"":""Personal attack, insults, and threats towards a person\'s political choices and personal integrity.""}', ' {""label"":""TOXIC"",""category"":""threat"",""confidence"":0.85,""short_rationale"":""Personal insults, generalizations, and attacks on opposing candidates.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Critique of political system and lack of respect.""}', ' {""label"":""NON_TOXIC"",""category"":""n"
Ah hahah much needed laugh after reading this horrendous story.,0,C_self_consistency,NON_TOXIC,0.0,none,0.9620000000000001,0.0,Majority vote with agreement=1.00.,12788.67220878601,13.07648581620532,True,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Positive and lighthearted tone.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Positive feedback and acknowledgment of the humor in the story.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.85,""short_rationale"":""Lighthearted humor with positive impact.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Positive emotions expressed through "
"The question is, are the Kealohas mentally fit to stand trial. =/",0,C_self_consistency,NON_TOXIC,0.0,none,0.9940000000000001,0.0,Majority vote with agreement=1.00.,13317.977905273438,13.150782744618002,True,5,"['\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":1.0,""short_rationale"":""Question does not contain insulting or threatening language.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":1.0,""short_rationale"":""Question does not contain insulting or threatening language.""}', ' {""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rationale"":""Question does not contain insulting or threatening language.""}', '\n{""label"":""NON_TOXIC"",""category"":""none"",""confidence"":0.99,""short_rat"
